ply_number,material_diff,mobility_diff,white_king_attackers,black_king_attackers,king_safety_diff,white_castling_rights_lost,black_castling_rights_lost,pawn_diff,rating_diff,is_check,white_to_move,label_white_wins,game_id
23,0,2,0,0,0,0,1,0,-71,0,0,0,DNUmSBH4
26,0,4,0,0,0,0,1,0,-71,0,1,0,DNUmSBH4
43,-2,28,0,1,1,1,1,1,-71,1,0,0,DNUmSBH4
31,-1,5,0,0,0,1,1,-1,-131,0,0,0,Tlng5eqN
38,-5,-8,0,0,0,1,1,-2,-131,0,1,0,Tlng5eqN
67,-5,27,0,1,1,1,1,-2,-131,1,0,0,Tlng5eqN
69,-5,-3,0,0,0,1,1,-2,-131,0,0,0,Tlng5eqN
8,0,9,0,0,0,0,0,0,5,0,1,1,wljkejE0
10,0,3,0,0,0,0,0,0,5,0,1,1,wljkejE0
21,0,7,0,0,0,1,0,0,5,0,0,1,wljkejE0
32,1,-7,0,0,0,1,1,1,5,0,1,1,wljkejE0
5,0,-2,0,0,0,0,0,0,-29,0,0,1,iNZuj8bY
10,0,1,0,0,0,0,0,0,-29,0,1,1,iNZuj8bY
40,0,-5,0,0,0,1,1,0,-29,0,1,1,iNZuj8bY
47,0,0,0,0,0,1,1,0,-29,0,0,1,iNZuj8bY
38,0,13,0,0,0,1,1,0,259,0,1,1,Kan2JKOp
46,0,15,0,0,0,1,1,0,259,0,1,1,Kan2JKOp
72,4,5,0,0,0,1,1,1,259,0,1,1,Kan2JKOp
118,12,33,0,0,0,1,1,0,259,0,1,1,Kan2JKOp
5,0,4,0,0,0,0,0,0,9,0,0,0,bCUwPEJ7
12,-1,-1,0,0,0,0,0,-1,9,0,1,0,bCUwPEJ7
32,-1,-13,0,0,0,1,1,-1,9,0,1,0,bCUwPEJ7
40,-1,-16,0,0,0,1,1,-1,9,0,1,0,bCUwPEJ7
6,0,1,0,0,0,0,0,0,118,0,1,0,zTwM10Si
7,0,3,0,0,0,0,0,0,118,0,0,0,zTwM10Si
13,3,17,0,0,0,0,0,0,118,0,0,0,zTwM10Si
16,0,9,0,0,0,0,0,0,118,0,1,0,zTwM10Si
6,-1,3,0,0,0,0,0,-1,373,0,1,0,PBQ5Il7e
16,-3,1,0,0,0,1,1,0,373,0,1,0,PBQ5Il7e
22,1,-3,0,0,0,1,1,1,373,0,1,0,PBQ5Il7e
23,1,7,0,0,0,1,1,1,373,0,0,0,PBQ5Il7e
7,0,9,0,0,0,0,0,0,35,0,0,0,z1LTn4pe
13,0,8,0,0,0,0,0,0,35,0,0,0,z1LTn4pe
14,-1,5,0,0,0,0,0,-1,35,0,1,0,z1LTn4pe
32,-1,-30,0,0,0,0,0,-1,35,0,1,0,z1LTn4pe
10,-1,-4,0,0,0,0,0,-1,-66,0,1,1,7NKtCk3B
44,2,7,0,0,0,1,1,-1,-66,0,1,1,7NKtCk3B
51,11,33,0,0,0,1,1,-1,-66,0,0,1,7NKtCk3B
106,19,34,0,0,0,1,1,2,-66,0,1,1,7NKtCk3B
18,-1,-2,0,0,0,1,1,-1,11,0,1,0,TMtvbg3w
20,-1,-9,0,0,0,1,1,-1,11,0,1,0,TMtvbg3w
27,-2,4,0,0,0,1,1,-2,11,0,0,0,TMtvbg3w
48,-1,-39,1,0,-1,1,1,-3,11,1,1,0,TMtvbg3w
8,0,7,0,0,0,0,0,0,-102,0,1,1,0OXPfTEt
16,0,19,0,0,0,0,0,0,-102,0,1,1,0OXPfTEt
26,3,10,0,0,0,0,0,1,-102,0,1,1,0OXPfTEt
29,5,7,0,0,0,0,0,3,-102,0,0,1,0OXPfTEt
24,0,28,0,0,0,1,1,0,62,0,1,0,YzMf40DM
57,4,-1,0,0,0,1,1,-1,62,0,0,0,YzMf40DM
76,-10,-15,0,0,0,1,1,-1,62,0,1,0,YzMf40DM
84,-11,-36,1,0,-1,1,1,-2,62,1,1,0,YzMf40DM
25,0,-9,0,0,0,1,1,0,116,0,0,0,q3NHAFFp
27,0,-7,0,0,0,1,1,0,116,0,0,0,q3NHAFFp
35,-3,-7,0,0,0,1,1,-1,116,0,0,0,q3NHAFFp
57,-5,36,0,1,1,1,1,-3,116,1,0,0,q3NHAFFp
6,-1,14,0,0,0,0,0,-1,0,0,1,0,Gz7Icasx
16,0,15,0,0,0,0,1,0,0,0,1,0,Gz7Icasx
26,-1,-9,0,0,0,0,1,0,0,0,1,0,Gz7Icasx
31,-2,-7,0,0,0,1,1,-1,0,0,0,0,Gz7Icasx
15,0,7,0,0,0,1,0,0,-234,0,0,1,3n4poRIX
20,0,10,0,0,0,1,1,0,-234,0,1,1,3n4poRIX
22,0,3,0,0,0,1,1,0,-234,0,1,1,3n4poRIX
47,3,23,0,0,0,1,1,3,-234,0,0,1,3n4poRIX
7,0,1,0,0,0,0,0,0,330,0,0,0,XRuQPSzH
11,0,-5,0,0,0,1,0,0,330,0,0,0,XRuQPSzH
29,3,-2,0,0,0,1,1,0,330,0,0,0,XRuQPSzH
49,-2,-18,0,0,0,1,1,-2,330,0,0,0,XRuQPSzH
17,4,39,0,1,1,0,0,1,781,1,0,1,XPZikam7
19,13,38,0,1,1,0,0,1,781,1,0,1,XPZikam7
35,21,25,0,0,0,1,1,1,781,0,0,1,XPZikam7
59,23,43,0,1,1,1,1,3,781,1,0,1,XPZikam7
12,0,-1,0,0,0,0,0,0,25,0,1,0,5SNh53F9
14,0,0,0,0,0,0,0,0,25,0,1,0,5SNh53F9
16,-3,-37,1,0,-1,0,0,0,25,1,1,0,5SNh53F9
19,1,-3,0,0,0,0,0,1,25,0,0,0,5SNh53F9
5,0,2,0,0,0,0,0,0,294,0,0,1,ezdEKpqG
11,0,10,0,0,0,0,0,0,294,0,0,1,ezdEKpqG
12,0,10,0,0,0,0,0,0,294,0,1,1,ezdEKpqG
17,1,15,0,0,0,0,1,1,294,0,0,1,ezdEKpqG
13,0,1,0,0,0,0,0,0,149,0,0,0,WyQjriEX
40,-3,-22,1,0,-1,1,1,0,149,1,1,0,WyQjriEX
47,-5,5,0,0,0,1,1,-2,149,0,0,0,WyQjriEX
115,-16,-43,0,0,0,1,1,-2,149,0,0,0,WyQjriEX
22,2,16,0,0,0,0,0,-1,-70,0,1,0,vAOIY0jj
27,11,38,0,1,1,0,0,-1,-70,1,0,0,vAOIY0jj
54,-3,8,0,0,0,1,1,-3,-70,0,1,0,vAOIY0jj
66,-3,-25,1,0,-1,1,1,-3,-70,1,1,0,vAOIY0jj
6,0,4,0,0,0,0,0,0,-121,0,1,0,dh2xQb3X
12,-2,-8,0,0,0,0,1,1,-121,0,1,0,dh2xQb3X
26,-2,-13,0,0,0,0,1,1,-121,0,1,0,dh2xQb3X
30,0,-42,1,0,-1,0,1,0,-121,1,1,0,dh2xQb3X
6,0,3,0,0,0,0,0,0,-125,0,1,0,TKwuIzb6
10,0,2,0,0,0,1,0,0,-125,0,1,0,TKwuIzb6
13,0,3,0,0,0,1,0,0,-125,0,0,0,TKwuIzb6
23,-1,-2,0,0,0,1,0,-1,-125,0,0,0,TKwuIzb6
11,1,-5,0,0,0,0,0,1,39,0,0,0,s752sCLr
27,4,6,0,0,0,0,1,1,39,0,0,0,s752sCLr
32,1,-19,0,0,0,1,1,1,39,0,1,0,s752sCLr
43,2,3,0,0,0,1,1,-1,39,0,0,0,s752sCLr
12,0,-4,0,0,0,0,0,0,151,0,1,1,lKYmVLZt
25,0,14,0,0,0,1,0,0,151,0,0,1,lKYmVLZt
32,0,8,0,0,0,1,0,0,151,0,1,1,lKYmVLZt
37,1,32,0,1,1,1,1,1,151,1,0,1,lKYmVLZt
11,-1,-4,0,0,0,0,0,-1,-144,0,0,0,dRhehsEy
13,-1,2,0,0,0,0,0,-1,-144,0,0,0,dRhehsEy
17,0,1,0,0,0,0,0,0,-144,0,0,0,dRhehsEy
23,0,9,0,0,0,0,0,0,-144,0,0,0,dRhehsEy
5,0,2,0,0,0,0,0,0,-32,0,0,1,7rbdtPwO
7,0,11,0,0,0,0,0,0,-32,0,0,1,7rbdtPwO
32,0,3,0,0,0,1,1,0,-32,0,1,1,7rbdtPwO
38,5,12,0,0,0,1,1,0,-32,0,1,1,7rbdtPwO
9,0,17,0,0,0,0,0,0,-38,0,0,0,ahwTovI0
17,0,14,0,0,0,0,0,0,-38,0,0,0,ahwTovI0
28,-1,2,0,0,0,1,1,2,-38,0,1,0,ahwTovI0
32,-1,1,0,0,0,1,1,2,-38,0,1,0,ahwTovI0
8,0,-6,0,0,0,0,0,0,-136,0,1,0,fgK91ojo
14,0,0,0,0,0,0,0,0,-136,0,1,0,fgK91ojo
15,0,1,0,0,0,0,0,0,-136,0,0,0,fgK91ojo
24,-9,-10,0,0,0,1,0,0,-136,0,1,0,fgK91ojo
6,0,-34,1,0,-1,0,0,0,61,1,1,1,Cmhkui8U
7,0,-12,0,0,0,0,0,0,61,0,0,1,Cmhkui8U
8,-1,-14,0,0,0,0,0,-1,61,0,1,1,Cmhkui8U
9,-1,23,0,1,1,0,0,-1,61,1,0,1,Cmhkui8U
23,2,22,0,0,0,0,0,-1,-73,0,0,1,TRpFAEWd
25,-1,34,0,1,1,0,0,-1,-73,1,0,1,TRpFAEWd
30,4,2,0,0,0,1,1,-1,-73,0,1,1,TRpFAEWd
40,4,2,0,0,0,1,1,-1,-73,0,1,1,TRpFAEWd
21,-3,-12,0,0,0,1,0,0,43,0,0,1,btHFH9xr
29,-1,7,0,0,0,1,0,2,43,0,0,1,btHFH9xr
53,4,-3,0,0,0,1,1,2,43,0,0,1,btHFH9xr
58,4,-2,0,0,0,1,1,2,43,0,1,1,btHFH9xr
5,1,8,0,0,0,0,0,1,-5,0,0,1,G9xaiPFl
16,1,-6,0,0,0,0,0,-2,-5,0,1,1,G9xaiPFl
24,2,1,0,0,0,0,0,-1,-5,0,1,1,G9xaiPFl
30,1,7,0,0,0,0,0,-2,-5,0,1,1,G9xaiPFl
18,1,17,0,0,0,0,1,1,102,0,1,0,RkMlSx4r
23,1,-2,0,0,0,0,1,1,102,0,0,0,RkMlSx4r
24,1,-6,0,0,0,0,1,1,102,0,1,0,RkMlSx4r
32,1,-8,0,0,0,1,1,1,102,0,1,0,RkMlSx4r
46,2,3,0,0,0,1,1,-1,34,0,1,1,Z1CTghfR
79,15,37,0,0,0,1,1,2,34,0,0,1,Z1CTghfR
82,14,36,0,0,0,1,1,1,34,0,1,1,Z1CTghfR
88,16,45,0,0,0,1,1,3,34,0,1,1,Z1CTghfR
32,0,22,0,0,0,1,0,-3,11,0,1,1,R6dF4yRx
61,5,14,0,0,0,1,1,0,11,0,0,1,R6dF4yRx
64,6,15,0,0,0,1,1,1,11,0,1,1,R6dF4yRx
91,11,22,0,0,0,1,1,1,11,0,0,1,R6dF4yRx
20,0,-10,0,0,0,1,1,1,0,0,1,1,p7a4FGwp
21,0,-8,0,0,0,1,1,1,0,0,0,1,p7a4FGwp
28,1,2,0,0,0,1,1,2,0,0,1,1,p7a4FGwp
30,1,-5,0,0,0,1,1,2,0,0,1,1,p7a4FGwp
10,0,3,0,0,0,0,1,0,325,0,1,1,3udM9T6k
15,0,1,0,0,0,0,1,0,325,0,0,1,3udM9T6k
23,0,4,0,0,0,1,1,0,325,0,0,1,3udM9T6k
37,-1,-3,0,0,0,1,1,-1,325,0,0,1,3udM9T6k
7,0,6,0,0,0,0,0,0,91,0,0,1,hkMNenrh
9,0,7,0,0,0,0,0,0,91,0,0,1,hkMNenrh
10,0,8,0,0,0,0,0,0,91,0,1,1,hkMNenrh
11,0,10,0,0,0,0,0,0,91,0,0,1,hkMNenrh
16,0,-13,0,0,0,0,0,0,-9,0,1,0,jrmlULM0
33,-1,11,0,0,0,1,1,-1,-9,0,0,0,jrmlULM0
35,-1,10,0,0,0,1,1,-1,-9,0,0,0,jrmlULM0
44,-3,-7,0,0,0,1,1,0,-9,0,1,0,jrmlULM0
11,-1,-16,0,0,0,0,0,-1,-252,0,0,0,JbLparSt
16,2,5,0,0,0,0,0,-1,-252,0,1,0,JbLparSt
42,-1,-7,0,0,0,1,1,-1,-252,0,1,0,JbLparSt
55,-1,20,0,1,1,1,1,-1,-252,1,0,0,JbLparSt
6,0,-8,0,0,0,0,0,0,-398,0,1,0,mqZFkCf3
8,0,-4,0,0,0,0,0,0,-398,0,1,0,mqZFkCf3
12,0,8,0,0,0,0,0,0,-398,0,1,0,mqZFkCf3
14,0,1,0,0,0,0,0,0,-398,0,1,0,mqZFkCf3
29,3,7,0,0,0,1,1,0,-37,0,0,1,dZn9WLT5
54,0,0,0,0,0,1,1,0,-37,0,1,1,dZn9WLT5
58,0,4,0,0,0,1,1,0,-37,0,1,1,dZn9WLT5
63,3,33,0,1,1,1,1,0,-37,1,0,1,dZn9WLT5
9,0,11,0,0,0,0,0,0,212,0,0,0,MgL176RS
12,0,6,0,0,0,0,0,0,212,0,1,0,MgL176RS
17,0,20,0,0,0,0,0,0,212,0,0,0,MgL176RS
20,0,14,0,0,0,0,0,0,212,0,1,0,MgL176RS
5,0,4,0,0,0,0,0,0,-37,0,0,1,V16nc5AF
25,0,19,0,0,0,1,0,0,-37,0,0,1,V16nc5AF
27,0,14,0,0,0,1,0,0,-37,0,0,1,V16nc5AF
33,0,27,0,0,0,1,1,0,-37,0,0,1,V16nc5AF
18,0,-38,1,0,-1,0,0,0,0,1,1,1,GT8TdRlm
27,3,13,0,0,0,0,1,0,0,0,0,1,GT8TdRlm
33,5,-3,0,0,0,1,1,0,0,0,0,1,GT8TdRlm
59,7,10,0,0,0,1,1,-1,0,0,0,1,GT8TdRlm
8,1,-10,0,0,0,0,0,1,-115,0,1,0,2P2u5f63
34,-2,-1,0,0,0,0,0,-2,-115,0,1,0,2P2u5f63
38,-2,-2,0,0,0,0,1,-2,-115,0,1,0,2P2u5f63
49,-8,-13,0,0,0,1,1,-1,-115,0,0,0,2P2u5f63
20,0,-10,0,0,0,1,1,0,3,0,1,1,15nlkNRf
36,1,-17,0,0,0,1,1,1,3,0,1,1,15nlkNRf
63,5,11,0,0,0,1,1,-1,3,0,0,1,15nlkNRf
76,1,0,0,0,0,1,1,0,3,0,1,1,15nlkNRf
13,0,-10,0,0,0,1,0,0,0,0,0,1,xwl41jna
34,0,3,0,0,0,1,1,0,0,0,1,1,xwl41jna
47,0,-1,0,0,0,1,1,0,0,0,0,1,xwl41jna
56,1,20,0,0,0,1,1,1,0,0,1,1,xwl41jna
45,0,8,0,0,0,1,1,0,-30,0,0,1,1zRjgcqm
61,0,15,0,0,0,1,1,0,-30,0,0,1,1zRjgcqm
69,5,23,0,0,0,1,1,0,-30,0,0,1,1zRjgcqm
72,-1,9,0,0,0,1,1,-1,-30,0,1,1,1zRjgcqm
59,0,8,0,0,0,1,1,0,-67,0,0,1,vfnLULoh
75,2,12,0,1,1,1,1,2,-67,1,0,1,vfnLULoh
111,2,3,0,0,0,1,1,2,-67,0,0,1,vfnLULoh
121,2,-1,0,0,0,1,1,2,-67,0,0,1,vfnLULoh
25,1,37,0,1,1,1,1,1,17,1,0,0,ut6LIGPI
38,0,-9,0,0,0,1,1,1,17,0,1,0,ut6LIGPI
62,3,-4,0,0,0,1,1,3,17,0,1,0,ut6LIGPI
65,2,3,0,0,0,1,1,2,17,0,0,0,ut6LIGPI
20,-1,5,0,0,0,0,1,-1,79,0,1,1,1KbSJtjs
45,0,-12,0,0,0,1,1,0,79,0,0,1,1KbSJtjs
53,1,1,0,0,0,1,1,1,79,0,0,1,1KbSJtjs
58,-3,-9,0,0,0,1,1,2,79,0,1,1,1KbSJtjs
20,0,20,0,0,0,0,0,0,48,0,1,1,cqrATt9o
22,0,15,0,0,0,0,1,0,48,0,1,1,cqrATt9o
36,1,-5,0,0,0,1,1,-1,48,0,1,1,cqrATt9o
38,1,0,0,0,0,1,1,-1,48,0,1,1,cqrATt9o
9,0,0,0,0,0,0,0,0,-39,0,0,1,deKfSOPy
22,0,-5,0,0,0,1,1,0,-39,0,1,1,deKfSOPy
33,3,11,0,0,0,1,1,1,-39,0,0,1,deKfSOPy
50,3,0,0,0,0,1,1,1,-39,0,1,1,deKfSOPy
35,0,-18,0,0,0,1,1,0,20,0,0,0,vQ1psjxd
39,0,-11,0,0,0,1,1,0,20,0,0,0,vQ1psjxd
41,0,-9,0,0,0,1,1,0,20,0,0,0,vQ1psjxd
47,0,-10,0,0,0,1,1,0,20,0,0,0,vQ1psjxd
7,0,5,0,0,0,0,0,0,-20,0,0,1,k1qV5HHz
15,0,2,0,0,0,1,0,0,-20,0,0,1,k1qV5HHz
22,0,7,0,0,0,1,1,0,-20,0,1,1,k1qV5HHz
33,7,19,0,0,0,1,1,-2,-20,0,0,1,k1qV5HHz
22,0,-5,0,0,0,1,0,0,-3,0,1,1,QQ3iIM2V
24,0,-8,0,0,0,1,0,0,-3,0,1,1,QQ3iIM2V
34,-1,-3,0,0,0,1,0,2,-3,0,1,1,QQ3iIM2V
54,-2,4,0,0,0,1,1,1,-3,0,1,1,QQ3iIM2V
14,0,7,0,0,0,0,0,0,-48,0,1,1,GppFo58m
18,-3,-30,1,0,-1,0,0,0,-48,1,1,1,GppFo58m
49,-4,37,0,1,1,1,1,2,-48,1,0,1,GppFo58m
50,-5,-10,0,0,0,1,1,1,-48,0,1,1,GppFo58m
13,0,4,0,0,0,0,0,0,29,0,0,1,BoDJGVyk
47,5,18,0,0,0,1,1,0,29,0,0,1,BoDJGVyk
57,0,1,0,0,0,1,1,0,29,0,0,1,BoDJGVyk
58,0,-3,0,0,0,1,1,0,29,0,1,1,BoDJGVyk
8,0,10,0,0,0,0,0,0,45,0,1,1,tqirXAEm
31,0,11,0,0,0,1,0,0,45,0,0,1,tqirXAEm
34,0,10,0,0,0,1,0,0,45,0,1,1,tqirXAEm
39,1,23,0,0,0,1,0,1,45,0,0,1,tqirXAEm
11,1,0,0,0,0,0,0,1,-9,0,0,0,GLC4oNZR
17,-9,43,0,1,1,0,0,0,-9,1,0,0,GLC4oNZR
18,-9,7,0,0,0,0,0,0,-9,0,1,0,GLC4oNZR
31,-3,-8,0,0,0,0,1,1,-9,0,0,0,GLC4oNZR
7,0,8,0,0,0,0,0,0,3,0,0,0,3eLsB99C
78,-3,-4,0,0,0,1,1,-3,3,0,1,0,3eLsB99C
79,-3,0,0,0,0,1,1,-3,3,0,0,0,3eLsB99C
94,-3,0,0,0,0,1,1,-3,3,0,1,0,3eLsB99C
5,0,0,0,0,0,0,0,0,42,0,0,0,M6zMVwqK
50,-6,-4,0,0,0,1,1,2,42,0,1,0,M6zMVwqK
53,-3,7,0,0,0,1,1,2,42,0,0,0,M6zMVwqK
66,-12,-16,0,0,0,1,1,2,42,0,1,0,M6zMVwqK
24,0,-2,0,0,0,1,1,0,40,0,1,0,yrQWTJVz
29,3,2,0,0,0,1,1,0,40,0,0,0,yrQWTJVz
31,0,-13,0,0,0,1,1,0,40,0,0,0,yrQWTJVz
39,0,-11,0,0,0,1,1,0,40,0,0,0,yrQWTJVz
19,0,14,0,0,0,0,1,0,5,0,0,0,aF6DiZZe
22,0,4,0,0,0,0,1,0,5,0,1,0,aF6DiZZe
36,-6,5,0,0,0,1,1,0,5,0,1,0,aF6DiZZe
39,-6,6,0,0,0,1,1,0,5,0,0,0,aF6DiZZe
8,0,9,0,0,0,0,0,0,36,0,1,1,0dm3RaQv
54,-1,3,0,0,0,1,1,-1,36,0,1,1,0dm3RaQv
60,-1,2,0,0,0,1,1,-1,36,0,1,1,0dm3RaQv
67,-1,16,0,1,1,1,1,-1,36,1,0,1,0dm3RaQv
26,0,5,0,0,0,1,1,0,-99,0,1,0,BxxAvvER
30,0,4,0,0,0,1,1,0,-99,0,1,0,BxxAvvER
47,-3,4,0,0,0,1,1,-1,-99,0,0,0,BxxAvvER
48,-3,-39,1,0,-1,1,1,-1,-99,1,1,0,BxxAvvER
21,0,4,0,0,0,1,0,0,-31,0,0,0,Hysqcekp
26,0,9,0,0,0,1,1,0,-31,0,1,0,Hysqcekp
64,-6,-12,0,0,0,1,1,-1,-31,0,1,0,Hysqcekp
73,-6,-12,0,0,0,1,1,-1,-31,0,0,0,Hysqcekp
8,0,7,0,0,0,0,0,0,17,0,1,0,oaKcGCrO
15,1,2,0,0,0,0,0,1,17,0,0,0,oaKcGCrO
55,-3,-7,0,0,0,1,1,0,17,0,0,0,oaKcGCrO
59,-3,-11,0,0,0,1,1,0,17,0,0,0,oaKcGCrO
11,0,13,0,0,0,0,0,0,-25,0,0,1,xMezmOBz
22,0,0,0,0,0,1,1,0,-25,0,1,1,xMezmOBz
28,-2,-4,0,0,0,1,1,1,-25,0,1,1,xMezmOBz
64,3,8,0,0,0,1,1,0,-25,0,1,1,xMezmOBz
59,-2,12,0,0,0,1,1,-2,-30,0,0,0,46AuHfcq
71,-2,4,0,0,0,1,1,-2,-30,0,0,0,46AuHfcq
88,-2,-20,1,0,-1,1,1,-2,-30,1,1,0,46AuHfcq
102,-2,10,0,0,0,1,1,-2,-30,0,1,0,46AuHfcq
46,-2,-10,0,0,0,1,1,1,27,0,1,1,SGqoxO3v
48,1,0,0,0,0,1,1,1,27,0,1,1,SGqoxO3v
63,1,1,0,0,0,1,1,1,27,0,0,1,SGqoxO3v
102,6,12,0,0,0,1,1,3,27,0,1,1,SGqoxO3v
21,1,-17,0,0,0,1,0,1,-1,0,0,1,pHJ5zXyE
22,-2,-17,0,0,0,1,0,1,-1,0,1,1,pHJ5zXyE
29,1,14,0,0,0,1,1,1,-1,0,0,1,pHJ5zXyE
31,1,9,0,0,0,1,1,1,-1,0,0,1,pHJ5zXyE
6,0,8,0,0,0,0,0,0,-1,0,1,0,WqMvA7iE
10,0,9,0,0,0,0,0,0,-1,0,1,0,WqMvA7iE
35,6,3,0,0,0,1,1,1,-1,0,0,0,WqMvA7iE
39,-1,-19,0,0,0,1,1,1,-1,0,0,0,WqMvA7iE
8,0,-4,0,0,0,0,0,0,1,0,1,1,s3v6jMaX
19,0,10,0,0,0,1,0,0,1,0,0,1,s3v6jMaX
27,0,-2,0,0,0,1,0,0,1,0,0,1,s3v6jMaX
46,-6,-11,0,0,0,1,1,-1,1,0,1,1,s3v6jMaX
10,0,-16,0,0,0,0,0,0,-72,0,1,0,hl3zLZmV
13,1,-8,0,0,0,0,0,1,-72,0,0,0,hl3zLZmV
88,-1,3,0,0,0,1,1,-1,-72,0,1,0,hl3zLZmV
104,0,-22,1,0,-1,1,1,0,-72,1,1,0,hl3zLZmV
5,0,-15,0,0,0,0,0,0,68,0,0,0,PHYPEO42
11,0,-17,0,0,0,0,0,0,68,0,0,0,PHYPEO42
12,0,-15,0,0,0,0,0,0,68,0,1,0,PHYPEO42
29,2,8,0,0,0,0,1,-1,68,0,0,0,PHYPEO42
6,0,3,0,0,0,0,0,0,24,0,1,0,NgZ8xxFe
14,0,11,0,0,0,0,0,0,24,0,1,0,NgZ8xxFe
20,0,13,0,0,0,0,1,0,24,0,1,0,NgZ8xxFe
44,-1,-40,1,0,-1,1,1,-1,24,1,1,0,NgZ8xxFe
19,6,45,0,1,1,0,0,0,-23,1,0,0,1ZeBVc5V
21,0,-3,0,0,0,0,0,0,-23,0,0,0,1ZeBVc5V
32,0,-1,0,0,0,1,1,0,-23,0,1,0,1ZeBVc5V
65,-1,11,0,1,1,1,1,-1,-23,1,0,0,1ZeBVc5V
47,0,-7,0,0,0,1,1,0,7,0,0,0,OmwDxZpJ
70,-4,-11,0,0,0,1,1,-1,7,0,1,0,OmwDxZpJ
99,-1,0,0,0,0,1,1,-1,7,0,0,0,OmwDxZpJ
124,-1,0,0,0,0,1,1,-1,7,0,1,0,OmwDxZpJ
32,-1,2,0,0,0,0,1,-1,-26,0,1,0,JewxmuG9
34,-1,1,0,0,0,0,1,-1,-26,0,1,0,JewxmuG9
46,2,1,0,0,0,0,1,-1,-26,0,1,0,JewxmuG9
84,0,-7,0,0,0,1,1,-3,-26,0,1,0,JewxmuG9
8,0,14,0,0,0,0,0,0,16,0,1,0,0gTDO6Av
44,0,2,0,0,0,1,1,0,16,0,1,0,0gTDO6Av
79,-1,-2,0,0,0,1,1,-1,16,0,0,0,0gTDO6Av
123,-9,-27,0,0,0,1,1,0,16,0,0,0,0gTDO6Av
53,-6,4,0,0,0,1,1,-1,20,0,0,0,t7vvcwqO
55,-5,30,0,1,1,1,1,0,20,1,0,0,t7vvcwqO
78,-9,-33,1,0,-1,1,1,-1,20,1,1,0,t7vvcwqO
91,-11,-22,0,0,0,1,1,-3,20,0,0,0,t7vvcwqO
9,0,-7,0,0,0,0,0,0,50,0,0,1,igSDFKv0
17,0,11,0,0,0,0,1,0,50,0,0,1,igSDFKv0
42,-9,-38,1,0,-1,1,1,-1,50,1,1,1,igSDFKv0
50,-16,-24,0,0,0,1,1,-2,50,0,1,1,igSDFKv0
11,0,13,0,0,0,0,0,0,12,0,0,1,facMwkUo
12,0,14,0,0,0,0,0,0,12,0,1,1,facMwkUo
20,0,7,0,0,0,0,1,0,12,0,1,1,facMwkUo
24,3,11,0,0,0,0,1,0,12,0,1,1,facMwkUo
5,0,-4,0,0,0,0,0,0,12,0,0,0,j5KY62yS
7,0,-1,0,0,0,0,0,0,12,0,0,0,j5KY62yS
8,0,-9,0,0,0,0,0,0,12,0,1,0,j5KY62yS
9,0,-10,0,0,0,0,0,0,12,0,0,0,j5KY62yS
9,0,13,0,0,0,0,0,0,-9,0,0,1,nyYULwUl
28,-1,-36,1,0,-1,0,1,-1,-9,1,1,1,nyYULwUl
32,-4,-7,0,0,0,1,1,-1,-9,0,1,1,nyYULwUl
47,-5,0,0,0,0,1,1,-2,-9,0,0,1,nyYULwUl
5,0,2,0,0,0,0,0,0,-9,0,0,0,h0YsGMhj
10,-1,10,0,0,0,0,0,-1,-9,0,1,0,h0YsGMhj
13,0,7,0,0,0,0,0,0,-9,0,0,0,h0YsGMhj
15,-1,-2,0,0,0,0,0,-1,-9,0,0,0,h0YsGMhj
18,0,0,0,0,0,1,1,0,-337,0,1,0,o4T7dj5h
58,-18,-8,0,0,0,1,1,-2,-337,0,1,0,o4T7dj5h
60,-19,-12,0,0,0,1,1,-3,-337,0,1,0,o4T7dj5h
67,-22,-25,0,0,0,1,1,-3,-337,0,0,0,o4T7dj5h
14,0,-6,0,0,0,1,0,0,-173,0,1,0,VgNt0SSX
28,-1,-12,0,0,0,1,1,2,-173,0,1,0,VgNt0SSX
32,-2,-39,1,0,-1,1,1,1,-173,1,1,0,VgNt0SSX
34,-2,-45,1,0,-1,1,1,1,-173,1,1,0,VgNt0SSX
16,-2,-21,0,0,0,1,0,1,201,0,1,1,UvqLtnPM
38,4,2,0,0,0,1,1,-2,201,0,1,1,UvqLtnPM
46,4,12,0,0,0,1,1,-2,201,0,1,1,UvqLtnPM
51,7,8,0,0,0,1,1,-2,201,0,0,1,UvqLtnPM
39,3,-5,0,0,0,1,1,0,56,0,0,1,1b0kpInt
73,9,26,0,0,0,1,1,1,56,0,0,1,1b0kpInt
83,9,19,0,0,0,1,1,1,56,0,0,1,1b0kpInt
108,15,31,0,0,0,1,1,1,56,0,1,1,1b0kpInt
18,-3,14,0,0,0,0,1,0,-819,0,1,0,dJEtAQp7
19,0,26,0,0,0,0,1,0,-819,0,0,0,dJEtAQp7
20,0,21,0,0,0,0,1,0,-819,0,1,0,dJEtAQp7
28,-12,-7,0,0,0,1,1,0,-819,0,1,0,dJEtAQp7
36,6,0,0,0,0,1,1,1,142,0,1,1,ZPHBiKBY
39,7,1,0,0,0,1,1,2,142,0,0,1,ZPHBiKBY
46,7,-3,0,0,0,1,1,2,142,0,1,1,ZPHBiKBY
80,2,3,0,0,0,1,1,1,142,0,1,1,ZPHBiKBY
6,-1,5,0,0,0,0,0,-1,517,0,1,1,I8odmGjb
8,-3,-1,0,0,0,0,0,0,517,0,1,1,I8odmGjb
