ply_number,material_diff,mobility_diff,white_king_attackers,black_king_attackers,king_safety_diff,white_castling_rights_lost,black_castling_rights_lost,pawn_diff,rating_diff,is_check,white_to_move,label_white_wins,game_id
58,1,15,0,0,0,1,1,-1,159,0,1,1,XCCr1vlr
23,1,-8,0,0,0,1,1,1,-145,0,0,0,yRJtGhFU
36,-5,-15,0,0,0,1,1,0,-145,0,1,0,yRJtGhFU
39,-3,-13,0,0,0,1,1,-1,-145,0,0,0,yRJtGhFU
45,-7,-27,0,0,0,1,1,-2,-145,0,0,0,yRJtGhFU
33,3,2,0,0,0,1,1,0,-23,0,0,0,txw4weOc
45,2,13,0,0,0,1,1,2,-23,0,0,0,txw4weOc
65,2,4,0,0,0,1,1,2,-23,0,0,0,txw4weOc
110,1,1,0,0,0,1,1,1,-23,0,1,0,txw4weOc
24,0,-10,0,0,0,1,1,0,-33,0,1,0,U3juggOh
42,1,-36,1,0,-1,1,1,-2,-33,1,1,0,U3juggOh
94,-3,11,0,0,0,1,1,-3,-33,0,1,0,U3juggOh
115,-6,-10,0,0,0,1,1,-1,-33,0,0,0,U3juggOh
6,0,-2,0,0,0,0,0,0,20,0,1,1,AsWnNM9H
10,0,4,0,0,0,0,1,0,20,0,1,1,AsWnNM9H
26,0,10,0,0,0,0,1,0,20,0,1,1,AsWnNM9H
32,-1,27,0,0,0,0,1,-1,20,0,1,1,AsWnNM9H
14,-3,5,0,0,0,0,0,0,81,0,1,0,OVkBggdU
18,-3,-2,0,0,0,0,0,0,81,0,1,0,OVkBggdU
22,-4,2,0,0,0,0,0,-1,81,0,1,0,OVkBggdU
38,-6,15,0,0,0,1,1,0,81,0,1,0,OVkBggdU
17,-1,-10,0,0,0,1,0,-1,-65,0,0,0,1ns8xU4x
22,-1,-1,0,0,0,1,0,-1,-65,0,1,0,1ns8xU4x
27,0,4,0,0,0,1,1,0,-65,0,0,0,1ns8xU4x
41,0,-16,0,0,0,1,1,0,-65,0,0,0,1ns8xU4x
5,0,5,0,0,0,0,0,0,47,0,0,1,nhjNfnGF
9,0,9,0,0,0,0,0,0,47,0,0,1,nhjNfnGF
21,0,24,0,0,0,1,0,0,47,0,0,1,nhjNfnGF
34,0,8,0,0,0,1,1,0,47,0,1,1,nhjNfnGF
6,0,-6,0,0,0,0,0,0,-135,0,1,0,xDSHgiOy
13,0,-2,0,0,0,0,0,0,-135,0,0,0,xDSHgiOy
87,3,10,0,0,0,1,1,-2,-135,0,0,0,xDSHgiOy
107,2,-3,0,0,0,1,1,2,-135,0,0,0,xDSHgiOy
6,0,7,0,0,0,0,0,0,21,0,1,1,L6gp9rkg
15,0,2,0,0,0,0,0,0,21,0,0,1,L6gp9rkg
28,-2,-9,0,0,0,1,0,1,21,0,1,1,L6gp9rkg
34,-3,6,0,0,0,1,0,0,21,0,1,1,L6gp9rkg
8,-3,-1,0,0,0,0,0,0,-23,0,1,0,zzXkBNG0
26,-1,2,0,0,0,0,1,-1,-23,0,1,0,zzXkBNG0
36,-1,-9,0,0,0,1,1,-1,-23,0,1,0,zzXkBNG0
89,-15,-27,0,0,0,1,1,-1,-23,0,0,0,zzXkBNG0
8,0,3,0,0,0,0,0,0,9,0,1,1,3iDiCEnA
49,1,1,0,0,0,1,1,0,9,0,0,1,3iDiCEnA
59,1,7,0,0,0,1,1,0,9,0,0,1,3iDiCEnA
60,1,10,0,0,0,1,1,0,9,0,1,1,3iDiCEnA
17,0,16,0,0,0,0,1,0,-9,0,0,0,7eQf2kpV
37,-1,6,0,0,0,1,1,-1,-9,0,0,0,7eQf2kpV
61,-1,2,0,0,0,1,1,-1,-9,0,0,0,7eQf2kpV
74,-2,13,0,0,0,1,1,-2,-9,0,1,0,7eQf2kpV
33,-2,8,0,0,0,1,1,-2,-31,0,0,1,VYuAzZBW
34,-2,6,0,0,0,1,1,-2,-31,0,1,1,VYuAzZBW
48,4,7,0,0,0,1,1,0,-31,0,1,1,VYuAzZBW
89,16,26,0,0,0,1,1,4,-31,0,0,1,VYuAzZBW
12,0,-16,0,0,0,0,0,0,-41,0,1,1,7Ni9OhVg
17,0,-5,0,0,0,1,1,0,-41,0,0,1,7Ni9OhVg
36,0,-38,1,0,-1,1,1,0,-41,1,1,1,7Ni9OhVg
53,-3,38,0,1,1,1,1,0,-41,1,0,1,7Ni9OhVg
15,3,7,0,0,0,0,0,0,5,0,0,1,LVwdlyjK
37,1,-7,0,0,0,0,1,1,5,0,0,1,LVwdlyjK
63,-3,-19,0,0,0,1,1,2,5,0,0,1,LVwdlyjK
78,-3,-5,0,0,0,1,1,2,5,0,1,1,LVwdlyjK
21,2,6,0,0,0,0,1,2,165,0,0,1,c21oXFkr
25,2,8,0,0,0,1,1,2,165,0,0,1,c21oXFkr
27,2,40,0,1,1,1,1,2,165,1,0,1,c21oXFkr
53,2,5,0,0,0,1,1,2,165,0,0,1,c21oXFkr
9,9,45,0,1,1,0,0,0,242,1,0,1,U2a0n39T
15,3,-1,0,0,0,1,1,0,242,0,0,1,U2a0n39T
40,5,-12,0,0,0,1,1,0,242,0,1,1,U2a0n39T
41,10,8,0,0,0,1,1,0,242,0,0,1,U2a0n39T
15,0,5,0,0,0,0,0,0,34,0,0,1,Re4bOh7I
16,0,-2,0,0,0,0,0,0,34,0,1,1,Re4bOh7I
23,-1,-7,0,0,0,0,0,-1,34,0,0,1,Re4bOh7I
42,4,21,0,0,0,0,1,1,34,0,1,1,Re4bOh7I
5,0,2,0,0,0,0,0,0,139,0,0,1,pK112Mix
15,-1,1,0,0,0,0,1,2,139,0,0,1,pK112Mix
16,-1,-8,0,0,0,0,1,2,139,0,1,1,pK112Mix
37,3,25,0,1,1,1,1,1,139,1,0,1,pK112Mix
9,-1,5,0,0,0,0,0,-1,212,0,0,1,1oLHsFmM
27,0,-1,0,0,0,0,0,0,212,0,0,1,1oLHsFmM
40,0,-4,0,0,0,1,1,0,212,0,1,1,1oLHsFmM
47,3,-3,0,0,0,1,1,0,212,0,0,1,1oLHsFmM
11,-1,4,0,0,0,0,0,-1,71,0,0,1,l7zAZuwu
22,0,21,0,0,0,0,1,0,71,0,1,1,l7zAZuwu
28,0,15,0,0,0,0,1,0,71,0,1,1,l7zAZuwu
50,7,14,0,0,0,1,1,1,71,0,1,1,l7zAZuwu
12,0,-6,0,0,0,1,1,0,83,0,1,1,eblT5t5U
30,6,18,0,0,0,1,1,0,83,0,1,1,eblT5t5U
33,6,12,0,0,0,1,1,0,83,0,0,1,eblT5t5U
40,6,13,0,0,0,1,1,0,83,0,1,1,eblT5t5U
5,0,2,0,0,0,0,0,0,-54,0,0,1,fWvv7tNW
6,0,4,0,0,0,0,0,0,-54,0,1,1,fWvv7tNW
7,0,10,0,0,0,0,0,0,-54,0,0,1,fWvv7tNW
11,1,-5,0,0,0,0,0,1,-54,0,0,1,fWvv7tNW
7,-1,2,0,0,0,0,0,-1,121,0,0,1,PiFRfDgz
15,0,7,0,0,0,1,0,0,121,0,0,1,PiFRfDgz
26,2,-5,0,0,0,1,0,-1,121,0,1,1,PiFRfDgz
32,2,-2,0,0,0,1,1,-1,121,0,1,1,PiFRfDgz
12,0,3,0,0,0,0,1,0,-219,0,1,0,IgvACiNk
34,-4,-5,0,0,0,1,1,-1,-219,0,1,0,IgvACiNk
46,-2,-9,0,0,0,1,1,-2,-219,0,1,0,IgvACiNk
66,-2,-12,0,0,0,1,1,1,-219,0,1,0,IgvACiNk
13,0,14,0,0,0,0,0,0,-19,0,0,0,xBmjvjtq
22,0,22,0,0,0,0,0,0,-19,0,1,0,xBmjvjtq
50,2,-4,0,0,0,1,1,-1,-19,0,1,0,xBmjvjtq
52,2,-4,0,0,0,1,1,-1,-19,0,1,0,xBmjvjtq
9,0,7,0,0,0,0,0,0,48,0,0,1,sbku5F3C
19,0,10,0,0,0,1,1,0,48,0,0,1,sbku5F3C
23,3,7,0,0,0,1,1,0,48,0,0,1,sbku5F3C
43,-2,39,0,1,1,1,1,1,48,1,0,1,sbku5F3C
6,-1,8,0,0,0,0,0,-1,-42,0,1,0,6X0GJrN7
10,0,13,0,0,0,0,0,0,-42,0,1,0,6X0GJrN7
12,0,13,0,0,0,0,0,0,-42,0,1,0,6X0GJrN7
27,0,13,0,0,0,1,1,0,-42,0,0,0,6X0GJrN7
7,0,7,0,0,0,0,0,0,32,0,0,0,yDs33mUj
15,0,13,0,0,0,0,0,0,32,0,0,0,yDs33mUj
28,-1,14,0,0,0,1,0,-1,32,0,1,0,yDs33mUj
36,3,-35,1,0,-1,1,1,-2,32,1,1,0,yDs33mUj
14,0,-6,0,0,0,0,0,0,27,0,1,0,ZIHmQNOM
21,1,-3,0,0,0,0,0,-2,27,0,0,0,ZIHmQNOM
30,-6,0,0,0,0,1,1,-1,27,0,1,0,ZIHmQNOM
43,-7,-1,0,0,0,1,1,-2,27,0,0,0,ZIHmQNOM
12,0,11,0,0,0,0,1,0,-27,0,1,1,iduClHwV
21,-2,9,0,0,0,0,1,1,-27,0,0,1,iduClHwV
22,-5,5,0,0,0,0,1,1,-27,0,1,1,iduClHwV
30,-5,4,0,0,0,0,1,1,-27,0,1,1,iduClHwV
8,0,4,0,0,0,0,0,0,274,0,1,1,et3hCRq8
23,2,33,0,1,1,0,1,2,274,1,0,1,et3hCRq8
48,4,6,0,0,0,1,1,1,274,0,1,1,et3hCRq8
53,4,14,0,0,0,1,1,1,274,0,0,1,et3hCRq8
34,0,-2,0,0,0,1,1,0,-274,0,1,1,D5lfRSAF
66,1,0,0,0,0,1,1,1,-274,0,1,1,D5lfRSAF
87,3,18,0,1,1,1,1,3,-274,1,0,1,D5lfRSAF
112,4,6,0,0,0,1,1,4,-274,0,1,1,D5lfRSAF
18,-3,9,0,0,0,0,1,0,192,0,1,0,OS3JTtt5
21,-3,42,0,1,1,0,1,0,192,1,0,0,OS3JTtt5
27,-3,8,0,0,0,1,1,0,192,0,0,0,OS3JTtt5
30,-5,11,0,0,0,1,1,1,192,0,1,0,OS3JTtt5
9,0,10,0,0,0,0,0,0,59,0,0,0,v5oQsv0q
13,0,4,0,0,0,0,0,0,59,0,0,0,v5oQsv0q
23,0,1,0,0,0,1,0,0,59,0,0,0,v5oQsv0q
24,-1,-41,1,0,-1,1,0,-1,59,1,1,0,v5oQsv0q
6,0,8,0,0,0,0,0,0,-140,0,1,0,63VtGUD5
17,-1,-2,0,0,0,0,0,-1,-140,0,0,0,63VtGUD5
19,-1,-3,0,0,0,0,0,-1,-140,0,0,0,63VtGUD5
27,0,0,0,0,0,0,0,0,-140,0,0,0,63VtGUD5
5,0,4,0,0,0,0,0,0,11,0,0,1,PeSsFiLq
9,0,19,0,0,0,0,0,0,11,0,0,1,PeSsFiLq
11,0,11,0,0,0,0,0,0,11,0,0,1,PeSsFiLq
13,0,11,0,0,0,0,0,0,11,0,0,1,PeSsFiLq
11,0,10,0,0,0,0,0,0,-12,0,0,1,NE5crimT
23,3,13,0,0,0,0,1,0,-12,0,0,1,NE5crimT
31,0,2,0,0,0,0,1,0,-12,0,0,1,NE5crimT
40,-1,-2,0,0,0,1,1,-1,-12,0,1,1,NE5crimT
7,0,-5,0,0,0,0,0,0,84,0,0,1,D1ky00iY
13,0,3,0,0,0,1,0,0,84,0,0,1,D1ky00iY
20,-2,-5,0,0,0,1,0,-2,84,0,1,1,D1ky00iY
37,-6,40,0,1,1,1,1,-2,84,1,0,1,D1ky00iY
5,0,2,0,0,0,0,0,0,15,0,0,0,4L01IuSo
6,0,-3,0,0,0,0,0,0,15,0,1,0,4L01IuSo
7,0,-6,0,0,0,1,0,0,15,0,0,0,4L01IuSo
8,-2,-11,0,0,0,0,0,-2,-945,0,1,0,zIn8SVVE
22,-12,-46,1,0,-1,1,0,0,-945,1,1,0,zIn8SVVE
36,-3,-11,0,0,0,1,1,0,-945,0,1,0,zIn8SVVE
37,-3,-4,0,0,0,1,1,0,-945,0,0,0,zIn8SVVE
8,0,11,0,0,0,0,0,0,985,0,1,1,9VNunU3S
18,0,2,0,0,0,0,0,0,985,0,1,1,9VNunU3S
47,1,14,0,0,0,1,1,1,985,0,0,1,9VNunU3S
79,14,30,0,1,1,1,1,0,985,1,0,1,9VNunU3S
12,3,1,0,0,0,0,0,0,985,0,1,1,O9UE5dyS
25,3,12,0,0,0,1,0,0,985,0,0,1,O9UE5dyS
40,15,19,0,0,0,1,1,2,985,0,1,1,O9UE5dyS
58,18,42,0,0,0,1,1,5,985,0,1,1,O9UE5dyS
9,2,2,0,0,0,0,0,2,666,0,0,1,GljCMBw2
11,-7,44,0,1,1,0,0,2,666,1,0,1,GljCMBw2
19,3,-3,0,0,0,1,0,0,666,0,0,1,GljCMBw2
20,3,-8,0,0,0,1,0,0,666,0,1,1,GljCMBw2
5,1,6,0,0,0,0,0,1,371,0,0,0,frUZqsdz
6,1,-1,0,0,0,0,0,1,371,0,1,0,frUZqsdz
7,1,0,0,0,0,0,0,1,371,0,0,0,frUZqsdz
14,2,-20,0,0,0,0,1,2,371,0,1,0,frUZqsdz
18,0,-23,0,0,0,0,0,0,37,0,1,0,s7dxL0Qq
69,-2,-15,0,0,0,1,1,-2,37,0,0,0,s7dxL0Qq
78,-3,-13,0,0,0,1,1,-3,37,0,1,0,s7dxL0Qq
128,-11,-22,0,0,0,1,1,-2,37,0,1,0,s7dxL0Qq
21,-1,6,0,0,0,1,1,2,95,0,0,1,d9a4XqPg
35,1,29,0,1,1,1,1,1,95,1,0,1,d9a4XqPg
41,2,2,0,0,0,1,1,2,95,0,0,1,d9a4XqPg
49,2,29,0,1,1,1,1,2,95,1,0,1,d9a4XqPg
9,1,-12,0,0,0,0,0,1,-79,0,0,0,IppfLO5b
11,1,-10,0,0,0,0,0,1,-79,0,0,0,IppfLO5b
19,2,44,0,1,1,0,0,2,-79,1,0,0,IppfLO5b
35,-5,-12,0,0,0,1,1,1,-79,0,0,0,IppfLO5b
5,0,15,0,0,0,0,0,0,76,0,0,1,YPKJiyWX
12,0,3,0,0,0,0,0,0,76,0,1,1,YPKJiyWX
21,0,5,0,0,0,0,0,0,76,0,0,1,YPKJiyWX
36,0,8,0,0,0,0,1,0,76,0,1,1,YPKJiyWX
5,0,-4,0,0,0,0,0,0,-58,0,0,0,81MShcUE
10,0,6,0,0,0,0,0,0,-58,0,1,0,81MShcUE
11,0,8,0,0,0,0,0,0,-58,0,0,0,81MShcUE
13,0,11,0,0,0,0,0,0,-58,0,0,0,81MShcUE
13,0,2,0,0,0,1,0,0,38,0,0,1,9OLN5Ht4
17,0,10,0,0,0,1,0,0,38,0,0,1,9OLN5Ht4
21,0,10,0,0,0,1,1,0,38,0,0,1,9OLN5Ht4
22,-1,10,0,0,0,1,1,-1,38,0,1,1,9OLN5Ht4
18,1,-12,0,0,0,0,1,1,81,0,1,0,xxxfcBmF
26,0,-15,0,0,0,0,1,0,81,0,1,0,xxxfcBmF
30,1,-20,0,0,0,0,1,-2,81,0,1,0,xxxfcBmF
36,-3,-34,0,0,0,0,1,-1,81,0,1,0,xxxfcBmF
40,0,-1,0,0,0,1,1,0,-68,0,1,0,OpkkljpU
42,0,-1,0,0,0,1,1,0,-68,0,1,0,OpkkljpU
66,-1,-28,1,0,-1,1,1,-1,-68,1,1,0,OpkkljpU
81,-5,-2,0,0,0,1,1,-1,-68,0,0,0,OpkkljpU
5,0,9,0,0,0,0,0,0,49,0,0,1,NvSYyOa4
11,0,14,0,0,0,0,0,0,49,0,0,1,NvSYyOa4
16,0,4,0,0,0,0,0,0,49,0,1,1,NvSYyOa4
17,0,46,0,1,1,0,0,0,49,1,0,1,NvSYyOa4
7,1,2,0,0,0,0,0,1,12,0,0,1,NTkSmCQ8
8,1,-9,0,0,0,0,0,1,12,0,1,1,NTkSmCQ8
11,5,-5,0,0,0,0,1,2,12,0,0,1,NTkSmCQ8
12,4,-8,0,0,0,0,1,1,12,0,1,1,NTkSmCQ8
8,0,-34,1,0,-1,0,0,0,122,1,1,1,xOsmJRo1
29,1,9,0,0,0,1,0,1,122,0,0,1,xOsmJRo1
51,12,42,0,1,1,1,1,1,122,1,0,1,xOsmJRo1
54,15,32,0,0,0,1,1,1,122,0,1,1,xOsmJRo1
11,1,37,0,1,1,0,0,1,-87,1,0,0,ne1TIdVV
21,-1,38,0,1,1,0,1,2,-87,1,0,0,ne1TIdVV
23,-1,10,0,0,0,0,1,2,-87,0,0,0,ne1TIdVV
35,-1,24,0,1,1,1,1,2,-87,1,0,0,ne1TIdVV
5,0,-3,0,0,0,0,0,0,-47,0,0,1,mj6ohivC
11,0,-11,0,0,0,1,0,0,-47,0,0,1,mj6ohivC
14,0,-8,0,0,0,1,0,0,-47,0,1,1,mj6ohivC
17,0,-1,0,0,0,1,1,0,-47,0,0,1,mj6ohivC
18,-2,7,0,0,0,0,0,-2,-219,0,1,1,HvTa6Kta
32,-1,2,0,0,0,1,1,-1,-219,0,1,1,HvTa6Kta
38,-2,-2,0,0,0,1,1,-2,-219,0,1,1,HvTa6Kta
43,1,17,0,0,0,1,1,-2,-219,0,0,1,HvTa6Kta
14,0,-11,0,0,0,0,0,0,0,0,1,0,X62sqxLh
27,1,8,0,0,0,1,1,1,0,0,0,0,X62sqxLh
37,-1,6,0,0,0,1,1,-1,0,0,0,0,X62sqxLh
45,-1,5,0,0,0,1,1,-1,0,0,0,0,X62sqxLh
13,0,22,0,0,0,0,0,0,31,0,0,1,Ql2CYeQP
39,-1,17,0,0,0,1,1,-1,31,0,0,1,Ql2CYeQP
42,2,19,0,0,0,1,1,-1,31,0,1,1,Ql2CYeQP
45,-3,44,0,1,1,1,1,-1,31,1,0,1,Ql2CYeQP
5,0,13,0,0,0,0,0,0,457,0,0,1,QQEtJl9u
32,0,14,0,0,0,1,1,0,457,0,1,1,QQEtJl9u
41,4,25,0,0,0,1,1,1,457,0,0,1,QQEtJl9u
44,4,5,0,0,0,1,1,1,457,0,1,1,QQEtJl9u
19,2,24,0,0,0,0,0,2,484,0,0,1,amgQqCis
36,9,27,0,0,0,0,1,1,484,0,1,1,amgQqCis
51,7,31,0,1,1,1,1,2,484,1,0,1,amgQqCis
79,11,22,0,0,0,1,1,3,484,0,0,1,amgQqCis
6,0,-4,0,0,0,0,0,0,-690,0,1,0,VaKeNvfD
13,1,-13,0,0,0,0,0,1,-690,0,0,0,VaKeNvfD
30,-3,-54,1,0,-1,0,1,0,-690,1,1,0,VaKeNvfD
43,-11,-22,0,0,0,1,1,-1,-690,0,0,0,VaKeNvfD
47,-1,9,0,0,0,1,1,-1,-507,0,0,1,OjGhMkmy
52,-1,9,0,0,0,1,1,-1,-507,0,1,1,OjGhMkmy
61,0,17,0,0,0,1,1,0,-507,0,0,1,OjGhMkmy
66,-3,18,0,0,0,1,1,0,-507,0,1,1,OjGhMkmy
13,1,4,0,0,0,0,0,1,692,0,0,0,ka4QRPxC
32,0,14,0,0,0,1,1,0,692,0,1,0,ka4QRPxC
49,-1,-5,0,0,0,1,1,-1,692,0,0,0,ka4QRPxC
63,-3,-6,0,0,0,1,1,0,692,0,0,0,ka4QRPxC
8,0,1,0,0,0,0,0,0,9,0,1,1,yg3YRYbI
23,0,-1,0,0,0,1,0,0,9,0,0,1,yg3YRYbI
31,0,16,0,0,0,1,0,0,9,0,0,1,yg3YRYbI
40,-1,4,0,0,0,1,1,2,9,0,1,1,yg3YRYbI
8,0,8,0,0,0,0,0,0,0,0,1,0,c7hKdKLX
11,0,6,0,0,0,0,0,0,0,0,0,0,c7hKdKLX
18,0,6,0,0,0,0,0,0,0,0,1,0,c7hKdKLX
24,-4,9,0,0,0,0,0,-1,0,0,1,0,c7hKdKLX
9,0,7,0,0,0,0,0,0,0,0,0,1,35D5P5AS
30,2,8,0,0,0,1,0,-1,0,0,1,1,35D5P5AS
35,6,1,0,0,0,1,1,-2,0,0,0,1,35D5P5AS
38,6,17,0,0,0,1,1,-2,0,0,1,1,35D5P5AS
24,-3,-2,0,0,0,1,1,0,461,0,1,0,FM1EhxAl
38,0,-9,0,0,0,1,1,0,461,0,1,0,FM1EhxAl
45,0,-4,0,0,0,1,1,0,461,0,0,0,FM1EhxAl
63,0,-7,0,0,0,1,1,0,461,0,0,0,FM1EhxAl
9,0,0,0,0,0,0,0,0,-461,0,0,1,erkAey9F
20,0,5,0,0,0,1,0,0,-461,0,1,1,erkAey9F
26,0,11,0,0,0,1,1,0,-461,0,1,1,erkAey9F
40,2,4,0,0,0,1,1,2,-461,0,1,1,erkAey9F
36,-2,-4,0,0,0,1,0,1,374,0,1,1,5Oxes0W4
39,-2,-5,0,0,0,1,0,1,374,0,0,1,5Oxes0W4
54,-2,1,0,0,0,1,1,1,374,0,1,1,5Oxes0W4
67,0,1,0,0,0,1,1,3,374,0,0,1,5Oxes0W4
15,0,5,0,0,0,0,0,0,-121,0,0,1,0UNf5rmY
44,-1,13,0,0,0,1,1,-1,-121,0,1,1,0UNf5rmY
58,1,1,0,0,0,1,1,-1,-121,0,1,1,0UNf5rmY
61,3,27,0,1,1,1,1,-2,-121,1,0,1,0UNf5rmY
5,0,2,0,0,0,0,0,0,121,0,0,0,XY46eVYL
19,1,-3,0,0,0,1,0,1,121,0,0,0,XY46eVYL
37,11,10,0,0,0,1,1,2,121,0,0,0,XY46eVYL
44,2,7,0,0,0,1,1,2,121,0,1,0,XY46eVYL
31,0,3,0,0,0,1,1,0,-121,0,0,0,XLPTNoRZ
35,-3,7,0,0,0,1,1,0,-121,0,0,0,XLPTNoRZ
50,-5,-30,1,0,-1,1,1,-2,-121,1,1,0,XLPTNoRZ
51,-5,1,0,0,0,1,1,-2,-121,0,0,0,XLPTNoRZ
5,0,8,0,0,0,0,0,0,121,0,0,1,sUEA8vuO
6,0,5,0,0,0,0,0,0,121,0,1,1,sUEA8vuO
8,0,6,0,0,0,0,0,0,121,0,1,1,sUEA8vuO
10,0,10,0,0,0,0,0,0,121,0,1,1,sUEA8vuO
27,0,8,0,0,0,1,0,0,-192,0,0,0,eQa0uL1T
38,0,6,0,0,0,1,1,0,-192,0,1,0,eQa0uL1T
39,0,3,0,0,0,1,1,0,-192,0,0,0,eQa0uL1T
46,0,2,0,0,0,1,1,0,-192,0,1,0,eQa0uL1T
28,0,4,0,0,0,1,1,0,-121,0,1,0,VZcb7HV1
29,0,3,0,0,0,1,1,0,-121,0,0,0,VZcb7HV1
76,-5,-9,0,0,0,1,1,-2,-121,0,1,0,VZcb7HV1
81,-5,-4,0,0,0,1,1,-2,-121,0,0,0,VZcb7HV1
6,0,5,0,0,0,0,0,0,535,0,1,1,i5ecUxVn
20,0,13,0,0,0,1,1,0,535,0,1,1,i5ecUxVn
23,0,1,0,0,0,1,1,0,535,0,0,1,i5ecUxVn
34,0,5,0,0,0,1,1,0,535,0,1,1,i5ecUxVn
15,0,-3,0,0,0,1,0,0,528,0,0,1,g8LNFx4f
16,0,-3,0,0,0,1,0,0,528,0,1,1,g8LNFx4f
37,1,16,0,0,0,1,0,1,528,0,0,1,g8LNFx4f
84,5,13,0,0,0,1,1,2,528,0,1,1,g8LNFx4f
43,-5,-5,0,0,0,1,1,-2,-121,0,0,0,yXbiVQxl
63,-14,-24,0,0,0,1,1,-3,-121,0,0,0,yXbiVQxl
67,-15,-23,0,0,0,1,1,-4,-121,0,0,0,yXbiVQxl
82,-15,-33,0,0,0,1,1,-4,-121,0,1,0,yXbiVQxl
13,0,6,0,0,0,0,1,0,273,0,0,1,xKYwtyN6
15,0,4,0,0,0,0,1,0,273,0,0,1,xKYwtyN6
20,-3,1,0,0,0,0,1,0,273,0,1,1,xKYwtyN6
28,-1,15,0,0,0,0,1,-1,273,0,1,1,xKYwtyN6
11,3,22,0,0,0,0,0,0,-273,0,0,0,7vx408wR
25,0,5,0,0,0,0,1,0,-273,0,0,0,7vx408wR
26,0,7,0,0,0,0,1,0,-273,0,1,0,7vx408wR
32,0,-14,0,0,0,0,1,0,-273,0,1,0,7vx408wR
5,0,10,0,0,0,0,0,0,273,0,0,1,SC4cQbKO
7,0,6,0,0,0,0,0,0,273,0,0,1,SC4cQbKO
12,0,-2,0,0,0,0,1,0,273,0,1,1,SC4cQbKO
14,0,-2,0,0,0,0,1,0,273,0,1,1,SC4cQbKO
5,0,4,0,0,0,0,0,0,-273,0,0,0,eYpBoh58
14,0,1,0,0,0,0,0,0,-273,0,1,0,eYpBoh58
16,0,7,0,0,0,0,0,0,-273,0,1,0,eYpBoh58
17,0,7,0,0,0,0,0,0,-273,0,0,0,eYpBoh58
9,-1,19,0,0,0,0,0,-1,273,0,0,1,bKjZ6G9d
11,-1,19,0,0,0,0,0,-1,273,0,0,1,bKjZ6G9d
12,-1,15,0,0,0,0,0,-1,273,0,1,1,bKjZ6G9d
14,-1,9,0,0,0,0,0,-1,273,0,1,1,bKjZ6G9d
7,0,14,0,0,0,0,0,0,-273,0,0,0,byCmODqS
14,0,11,0,0,0,0,1,0,-273,0,1,0,byCmODqS
16,0,9,0,0,0,0,1,0,-273,0,1,0,byCmODqS
18,0,0,0,0,0,1,1,0,-273,0,1,0,byCmODqS
15,1,-2,0,0,0,0,1,1,-282,0,0,0,IHrgf3s9
17,1,1,0,0,0,0,1,1,-282,0,0,0,IHrgf3s9
30,1,-1,0,0,0,1,1,1,-282,0,1,0,IHrgf3s9
32,1,-1,0,0,0,1,1,1,-282,0,1,0,IHrgf3s9
19,0,0,0,0,0,0,0,0,121,0,0,0,2bBBQWZc
33,0,6,0,0,0,1,1,0,121,0,0,0,2bBBQWZc
35,3,-3,0,0,0,1,1,0,121,0,0,0,2bBBQWZc
41,0,32,0,1,1,1,1,0,121,1,0,0,2bBBQWZc
6,0,7,0,0,0,0,0,0,282,0,1,1,Bl864Mbk
8,0,6,0,0,0,0,0,0,282,0,1,1,Bl864Mbk
17,0,8,0,0,0,0,0,0,282,0,0,1,Bl864Mbk
24,0,12,0,0,0,1,1,0,282,0,1,1,Bl864Mbk
17,0,-10,0,0,0,0,0,0,-282,0,0,0,sMcpsLtt
21,6,-5,0,0,0,1,0,0,-282,0,0,0,sMcpsLtt
47,0,-9,0,0,0,1,1,0,-282,0,0,0,sMcpsLtt
48,0,-4,0,0,0,1,1,0,-282,0,1,0,sMcpsLtt
6,0,9,0,0,0,0,0,0,282,0,1,1,xbSR35tt
18,0,6,0,0,0,1,1,0,282,0,1,1,xbSR35tt
26,0,3,0,0,0,1,1,0,282,0,1,1,xbSR35tt
35,1,9,0,0,0,1,1,4,282,0,0,1,xbSR35tt
17,0,4,0,0,0,1,1,0,-282,0,0,0,HVMgUAkZ
56,1,16,0,0,0,1,1,1,-282,0,1,0,HVMgUAkZ
74,2,-30,1,0,-1,1,1,2,-282,1,1,0,HVMgUAkZ
79,0,1,0,0,0,1,1,0,-282,0,0,0,HVMgUAkZ
6,0,8,0,0,0,0,0,0,-183,0,1,0,SIPMwTxh
21,0,-18,0,0,0,0,0,0,-183,0,0,0,SIPMwTxh
32,-1,-16,0,0,0,1,0,-1,-183,0,1,0,SIPMwTxh
34,-2,-20,0,0,0,1,0,-2,-183,0,1,0,SIPMwTxh
5,0,8,0,0,0,0,0,0,282,0,0,1,jfcJ1a1n
14,0,3,0,0,0,1,1,0,282,0,1,1,jfcJ1a1n
28,-3,-4,0,0,0,1,1,0,282,0,1,1,jfcJ1a1n
30,0,9,0,0,0,1,1,0,282,0,1,1,jfcJ1a1n
19,1,21,0,0,0,0,1,1,-97,0,0,0,3GET0HKG
45,0,5,0,0,0,1,1,0,-97,0,0,0,3GET0HKG
59,-3,-1,0,0,0,1,1,-1,-97,0,0,0,3GET0HKG
68,-6,-3,0,0,0,1,1,-1,-97,0,1,0,3GET0HKG
22,0,9,0,0,0,1,1,0,-294,0,1,0,6v8f91PR
44,-6,0,0,0,0,1,1,-1,-294,0,1,0,6v8f91PR
